#,DateTime,Architecture,File,Total Elapsed Time (sec),Cumulative Package Energy_0 (mWh),Cumulative IA Energy_0 (mWh),Cumulative DRAM Energy_0 (mWh),Cumulative Package Energy_0 (Joules),Cumulative IA Energy_0 (Joules),Cumulative DRAM Energy_0 (Joules), Package Temperature_0 (C)
22,12-10-23T18-57-15,micro,frontend-baseline,37.188862,18.423021,10.378689,6.970486,66.322876,37.363281,25.093750,36.13513513513514
22,12-10-23T18-57-15,micro,frontend-monitor,37.218802,13.466288,7.115445,7.071533,48.478638,25.615601,25.457520,37.432432432432435
23,12-10-23T18-57-15,micro,api-baseline,30.128032,10.627526,5.499708,5.711653,38.259094,19.798950,20.561951,36.13333333333333
23,12-10-23T18-57-15,micro,api-monitor,30.152989,10.085398,4.978078,5.734541,36.307434,17.921082,20.644348,35.7
23,12-10-23T18-57-15,micro,frontend-baseline,37.164803,11.509433,5.326318,7.038778,41.433960,19.174744,25.339600,35.86486486486486
23,12-10-23T18-57-15,micro,frontend-monitor,37.212178,13.680013,7.239210,7.088572,49.248047,26.061157,25.518860,37.24324324324324
24,12-10-23T18-57-15,micro,api-baseline,30.141107,11.600579,6.508823,5.690698,41.762085,23.431763,20.486511,36.8
24,12-10-23T18-57-15,micro,api-monitor,30.142061,10.380317,5.133226,5.771027,37.369141,18.479614,20.775696,35.93333333333333
24,12-10-23T18-57-15,micro,frontend-baseline,37.188682,11.591373,5.402798,7.006412,41.728943,19.450073,25.223083,35.891891891891895
24,12-10-23T18-57-15,micro,frontend-monitor,37.208753,12.013618,5.724097,7.047458,43.249023,20.606750,25.370850,37.567567567567565
25,12-10-23T18-57-15,micro,api-baseline,30.158177,12.572310,6.883698,5.743374,45.260315,24.781311,20.676147,38.233333333333334
25,12-10-23T18-57-15,micro,api-monitor,30.142091,10.449304,5.318909,5.722080,37.617493,19.148071,20.599487,36.0
25,12-10-23T18-57-15,micro,frontend-baseline,37.187695,16.745453,10.060221,7.144436,60.283630,36.216797,25.719971,36.027027027027025
25,12-10-23T18-57-15,micro,frontend-monitor,37.214952,11.946716,5.584225,7.078298,43.008179,20.103210,25.481873,37.108108108108105
26,12-10-23T18-57-15,micro,api-baseline,30.141012,10.660977,5.538618,5.691393,38.379517,19.939026,20.489014,36.43333333333333
26,12-10-23T18-57-15,micro,api-monitor,30.148190,10.181207,5.124766,5.700921,36.652344,18.449158,20.523315,35.56666666666667
26,12-10-23T18-57-15,micro,frontend-baseline,37.172977,12.033064,5.778266,7.035862,43.319031,20.801758,25.329102,36.21621621621622
26,12-10-23T18-57-15,micro,frontend-monitor,37.182041,13.763699,7.298194,7.109273,49.549316,26.273499,25.593384,37.67567567567568
27,12-10-23T18-57-15,micro,api-baseline,30.131233,10.438741,5.306363,5.732541,37.579468,19.102905,20.637146,36.766666666666666
27,12-10-23T18-57-15,micro,api-monitor,30.164653,10.818058,5.735050,5.709127,38.945007,20.646179,20.552856,35.96666666666667
27,12-10-23T18-57-15,micro,frontend-baseline,37.179028,13.135020,6.769952,7.084910,47.286072,24.371826,25.505676,35.91891891891892
27,12-10-23T18-57-15,micro,frontend-monitor,37.161883,13.565996,6.953176,7.051205,48.837585,25.031433,25.384338,37.21621621621622
