Iteration,Architecture,ScenarioPath,Joules,refined
15,mono,3,298.38488625589235,True
16,micro,1,109.50585550213366,True
16,micro,2,143.43823604899356,True
16,micro,3,271.10133198230517,True
16,mono,1,109.61447334772973,True
16,mono,2,152.90852309150821,True
16,mono,3,292.91083237995446,True
17,micro,1,106.73116646425717,True
17,micro,2,139.9744760899671,True
17,micro,3,263.4548490844438,True
17,mono,1,106.83243220744957,True
17,mono,2,148.7864695935099,True
17,mono,3,284.009753757107,True
18,micro,1,114.58884613612229,True
18,micro,2,150.00477642315508,True
18,micro,3,284.10180112022596,True
18,mono,1,114.70497138948899,True
18,mono,2,160.13888463884334,True
18,mono,3,307.2999187528118,True
19,micro,1,106.04525870653518,True
19,micro,2,139.1116209391,True
19,micro,3,261.5947104111405,True
19,mono,1,106.1448850458675,True
19,mono,2,147.77707552244877,True
19,mono,3,281.86664837965236,True
20,micro,1,108.66596637971935,True
20,micro,2,142.523989071979,True
20,micro,3,268.1756798994685,True
20,mono,1,108.7687422092064,True
20,mono,2,151.46610986029717,True
20,mono,3,289.0535048280131,True
21,micro,1,105.95846010493882,True
21,micro,2,138.96927839190886,True
21,micro,3,261.51025339078313,True
21,mono,1,106.05877225605266,True
21,mono,2,147.69742643127472,True
21,mono,3,281.8827029094026,True
22,micro,1,106.85066184888703,True
22,micro,2,140.2665315470251,True
22,micro,3,263.13362697950225,True
22,mono,1,106.94839424448777,True
22,mono,2,148.75674460755846,True
22,mono,3,283.1550278816775,True
23,micro,1,109.02987995553733,True
23,micro,2,143.0608072203293,True
23,micro,3,268.80280933352066,True
23,mono,1,109.13139631210848,True
23,mono,2,151.88703172113762,True
23,mono,3,289.50582197465815,True
24,micro,1,106.17490739971748,True
24,micro,2,139.47199793627706,True
24,micro,3,261.04811903446114,True
24,mono,1,106.2695279107592,True
24,mono,2,147.68172153646083,True
24,mono,3,280.56232710992373,True
25,micro,1,108.24400460147753,True
25,micro,2,141.92267536401852,True
25,micro,3,267.3523024866206,True
25,mono,1,108.34767138651804,True
25,mono,2,150.94739431478678,True
25,mono,3,288.34592694324334,True
26,micro,1,103.59715079859811,True
26,micro,2,135.80865118250262,True
26,micro,3,255.97228662932778,True
26,mono,1,103.69694287677133,True
26,mono,2,144.49829571057472,True
26,mono,3,276.1525150244995,True
27,micro,1,105.45949788180867,True
27,micro,2,138.57958263285437,True
27,micro,3,259.0735889858125,True
27,mono,1,105.55220498076372,True
27,mono,2,146.61795788045205,True
27,mono,3,278.2616047082317,True
28,micro,1,111.00764068532303,True
28,micro,2,145.70080130693603,True
28,micro,3,273.4742539165226,True
28,mono,1,111.10978801411098,True
28,mono,2,154.57704328284606,True
28,mono,3,294.36808077040985,True
29,micro,1,111.34734049559914,True
29,micro,2,145.87080308669152,True
29,micro,3,275.56708652311374,True
29,mono,1,111.4572334853978,True
29,mono,2,155.45019844540633,True
29,mono,3,297.65919348158496,True
30,micro,1,108.24674019635195,True
30,micro,2,142.03416182076313,True
30,micro,3,266.86781087491255,True
30,mono,1,108.34750227735097,True
30,mono,2,150.79470627766426,True
30,mono,3,287.4182868822567,True
