InputFileName,Architecture,ExperimentDate,ScenarioPath,NumberOfInstances,SleepTime,WorkloadIterations,NumberOfIterations,StartTimestamp,MonolithExperiment,MicroserviceExperiment,C-State,Resident,Count,Latency
28-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,4,C7s,0.000%,1,124
28-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,5,C6,0.197%,1421,85
28-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,6,C3,0.012%,226,70
28-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,7,C1E,0.037%,383,10
28-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,8,C1,0.058%,740,2
28-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,9,POLL,0.000%,6,0
28-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,10,C0,0.482%
13-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,1,C10,97.408%,27259,890
13-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,2,C9,0.022%,160,480
13-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,3,C8,1.781%,10771,200
13-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,4,C7s,0.001%,12,124
13-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,5,C6,0.208%,3936,85
13-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,6,C3,0.009%,579,70
13-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,7,C1E,0.023%,649,10
13-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,8,C1,0.028%,1115,2
13-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,9,POLL,0.000%,6,0
13-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,10,C0,0.521%
4-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,1,C10,97.824%,10206,890
4-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,2,C9,0.018%,50,480
4-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,3,C8,1.509%,3208,200
4-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,4,C7s,0.002%,9,124
4-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,5,C6,0.153%,1133,85
4-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,6,C3,0.009%,205,70
4-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,7,C1E,0.004%,150,10
4-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,8,C1,0.028%,308,2
4-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,9,POLL,0.000%,2,0
4-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,10,C0,0.452%
15-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,1,C10,97.380%,8177,890
15-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,2,C9,0.005%,18,480
15-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,3,C8,1.849%,3308,200
15-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,4,C7s,0.001%,6,124
15-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,5,C6,0.055%,477,85
15-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,6,C3,0.007%,124,70
15-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,7,C1E,0.051%,1266,10
15-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,8,C1,0.194%,2922,2
15-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,9,POLL,0.000%,12,0
15-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,10,C0,0.458%
25-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,1,C10,97.555%,9379,890
25-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,2,C9,0.015%,75,480
25-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,3,C8,1.684%,3943,200
25-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,4,C7s,0.001%,4,124
25-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,5,C6,0.197%,1491,85
25-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,6,C3,0.008%,230,70
25-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,7,C1E,0.005%,144,10
25-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,8,C1,0.047%,637,2
25-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,9,POLL,0.000%,4,0
25-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,10,C0,0.489%
30-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,1,C10,97.861%,22834,890
30-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,2,C9,0.009%,64,480
30-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,3,C8,1.495%,7444,200
30-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,4,C7s,0.001%,14,124
30-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,5,C6,0.069%,1483,85
30-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,6,C3,0.005%,326,70
30-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,7,C1E,0.017%,2154,10
30-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,8,C1,0.115%,5485,2
30-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,9,POLL,0.000%,6,0
30-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,10,C0,0.428%
3-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,1,C10,97.699%,28886,890
3-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,2,C9,0.021%,160,480
3-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,3,C8,1.565%,8985,200
3-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,4,C7s,0.003%,22,124
3-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,5,C6,0.134%,3111,85
3-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,6,C3,0.009%,561,70
3-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,7,C1E,0.009%,593,10
3-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,8,C1,0.023%,773,2
3-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,9,POLL,0.000%,12,0
3-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,10,C0,0.537%
15-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,1,C10,97.580%,8017,890
15-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,2,C9,0.021%,20,480
15-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,3,C8,1.623%,2935,200
15-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,4,C7s,0.002%,6,124
15-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,5,C6,0.066%,531,85
15-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,6,C3,0.006%,115,70
15-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,7,C1E,0.043%,930,10
15-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,8,C1,0.135%,2224,2
15-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,9,POLL,0.000%,2,0
15-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,10,C0,0.523%
13-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,1,C10,97.711%,28746,890
13-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,2,C9,0.017%,115,480
13-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,3,C8,1.552%,8910,200
13-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,4,C7s,0.001%,17,124
13-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,5,C6,0.171%,3821,85
13-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,6,C3,0.009%,669,70
13-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,7,C1E,0.015%,623,10
13-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,8,C1,0.023%,671,2
13-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,9,POLL,0.000%,9,0
13-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,10,C0,0.499%
3-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,1,C10,97.738%,28136,890
3-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,2,C9,0.020%,135,480
3-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,3,C8,1.529%,9142,200
3-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,4,C7s,0.000%,4,124
3-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,5,C6,0.156%,2996,85
3-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,6,C3,0.006%,401,70
3-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,7,C1E,0.013%,636,10
3-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,8,C1,0.034%,1161,2
3-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,9,POLL,0.000%,1,0
3-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,10,C0,0.504%
17-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,1,C10,97.705%,21622,890
17-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,2,C9,0.011%,68,480
17-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,3,C8,1.577%,7282,200
17-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,4,C7s,0.002%,16,124
17-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,5,C6,0.063%,1412,85
17-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,6,C3,0.005%,452,70
17-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,7,C1E,0.041%,2988,10
17-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,8,C1,0.140%,6250,2
17-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,9,POLL,0.000%,8,0
17-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,10,C0,0.456%
29-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,1,C10,97.675%,25919,890
29-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,2,C9,0.011%,94,480
29-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,3,C8,1.636%,8461,200
29-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,4,C7s,0.001%,8,124
29-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,5,C6,0.098%,2056,85
29-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,6,C3,0.008%,550,70
29-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,7,C1E,0.020%,1688,10
29-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,8,C1,0.076%,3478,2
29-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,9,POLL,0.000%,12,0
29-api-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,10,C0,0.475%
6-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,1,C10,97.622%,10215,890
6-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,2,C9,0.026%,53,480
6-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,3,C8,1.645%,3629,200
6-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,4,C7s,0.003%,11,124
6-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,5,C6,0.156%,1208,85
6-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,6,C3,0.012%,295,70
6-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,7,C1E,0.012%,204,10
6-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,8,C1,0.031%,320,2
6-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,9,POLL,0.000%,0,0
6-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,10,C0,0.493%
5-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,1,C10,97.837%,9633,890
5-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,2,C9,0.016%,50,480
5-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,3,C8,1.501%,3267,200
5-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,4,C7s,0.001%,3,124
5-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,5,C6,0.136%,1194,85
5-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,6,C3,0.007%,209,70
5-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,7,C1E,0.007%,129,10
5-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,8,C1,0.047%,663,2
5-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,9,POLL,0.000%,1,0
5-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,10,C0,0.448%
27-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,1,C10,97.688%,10072,890
27-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,2,C9,0.007%,52,480
27-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,3,C8,1.624%,3557,200
27-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,4,C7s,0.004%,10,124
27-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,5,C6,0.191%,1303,85
27-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,6,C3,0.008%,219,70
27-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,7,C1E,0.006%,192,10
27-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,8,C1,0.040%,579,2
27-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,9,POLL,0.000%,4,0
27-frontend-baseline.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,10,C0,0.432%
21-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,1,C10,97.836%,21484,890
21-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,2,C9,0.010%,56,480
21-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,3,C8,1.475%,7362,200
21-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,4,C7s,0.001%,14,124
21-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,5,C6,0.070%,1678,85
21-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,6,C3,0.004%,328,70
21-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,7,C1E,0.020%,2362,10
21-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,8,C1,0.147%,6707,2
21-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,9,POLL,0.000%,8,0
21-api-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,10,C0,0.436%
30-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,1,C10,97.503%,10690,890
30-frontend-monitor.csv,mono,06-12-23T12-48-30,1,5,300,50,30,06-12-23T12-48-30,07-12-23T04-21-28,07-12-23T19-58-35,2,C9,0.010%,53,480
