#,DateTime,Architecture,File,Total Elapsed Time (sec),Cumulative Package Energy_0 (mWh),Cumulative IA Energy_0 (mWh),Cumulative DRAM Energy_0 (mWh),Cumulative Package Energy_0 (Joules),Cumulative IA Energy_0 (Joules),Cumulative DRAM Energy_0 (Joules), Package Temperature_0 (C)
2,05-11-23T17-17-45,micro,api-baseline,34.172947,18.242289,9.955750,6.840142,65.672241,35.840698,24.624512,36.088235294117645
2,05-11-23T17-17-45,micro,api-monitor,34.191298,14.294790,7.263675,6.532169,51.461243,26.149231,23.515808,33.64705882352941
2,05-11-23T17-17-45,micro,frontend-baseline,106.507698,54.197964,28.999549,21.120470,195.112671,104.398376,76.033691,36.29245283018868
2,05-11-23T17-17-45,micro,frontend-monitor,106.536937,284.395142,233.346981,33.379652,1023.822510,840.049133,120.166748,44.839622641509436
20,05-11-23T17-17-45,micro,api-baseline,34.184293,18.314599,10.129988,6.843194,65.932556,36.467957,24.635498,37.294117647058826
20,05-11-23T17-17-45,micro,api-monitor,34.174328,14.141964,7.270610,6.534899,50.911072,26.174194,23.525635,36.44117647058823
20,05-11-23T17-17-45,micro,frontend-baseline,106.486998,44.313270,21.903008,20.520393,159.527771,78.850830,73.873413,36.867924528301884
20,05-11-23T17-17-45,micro,frontend-monitor,106.594150,286.041090,236.400842,33.034007,1029.747925,851.043030,118.922424,45.89622641509434
21,05-11-23T17-17-45,micro,api-baseline,34.147419,13.538123,6.639252,6.532898,48.737244,23.901306,23.518433,37.76470588235294
21,05-11-23T17-17-45,micro,api-monitor,34.168645,20.988854,12.306654,6.869219,75.559875,44.303955,24.729187,36.411764705882355
21,05-11-23T17-17-45,micro,frontend-baseline,106.515266,53.673045,30.545807,20.554013,193.222961,109.964905,73.994446,37.56603773584906
21,05-11-23T17-17-45,micro,frontend-monitor,106.614341,280.864207,229.844174,33.232168,1011.111145,827.439026,119.635803,46.33018867924528
22,05-11-23T17-17-45,micro,api-baseline,34.161221,15.142653,8.163554,6.487088,54.513550,29.388794,23.353516,37.294117647058826
22,05-11-23T17-17-45,micro,api-monitor,34.150554,12.651333,5.985819,6.446160,45.544800,21.548950,23.206177,37.029411764705884
22,05-11-23T17-17-45,micro,frontend-baseline,106.521865,46.273261,23.239848,20.625932,166.583740,83.663452,74.253357,37.009433962264154
22,05-11-23T17-17-45,micro,frontend-monitor,106.477978,302.302416,249.356130,33.576050,1088.288696,897.682068,120.873779,46.77358490566038
23,05-11-23T17-17-45,micro,api-baseline,34.181261,13.631507,6.775004,6.480882,49.073425,24.390015,23.331177,37.11764705882353
23,05-11-23T17-17-45,micro,api-monitor,34.191282,18.233168,9.908312,6.823222,65.639404,35.669922,24.563599,37.205882352941174
23,05-11-23T17-17-45,micro,frontend-baseline,106.495633,52.723626,30.208198,20.554504,189.805054,108.749512,73.996216,37.35849056603774
23,05-11-23T17-17-45,micro,frontend-monitor,106.516325,280.870107,228.840908,33.402490,1011.132385,823.827271,120.248962,46.716981132075475
24,05-11-23T17-17-45,micro,api-baseline,34.172822,14.546814,7.612457,6.532610,52.368530,27.404846,23.517395,37.0
